time,lat,lon,alt,VN,VE,VD
750.648700,58.001439200,56.261557300,154.630,8.389,-4.550,-0.039
751.648700,58.001516300,56.261481700,154.654,8.724,-4.454,-0.030
752.648680,58.001595700,56.261403600,154.708,8.940,-4.703,-0.045
753.648680,58.001677900,56.261325700,154.752,9.269,-4.573,-0.057
754.648680,58.001760100,56.261250100,154.853,9.117,-4.446,-0.093
755.648680,58.001841900,56.261175200,154.984,9.119,-4.437,-0.121
756.648660,58.001925200,56.261098300,155.126,9.339,-4.626,-0.088
757.648660,58.002010900,56.261019000,155.189,9.626,-4.689,-0.071
758.648660,58.002096800,56.260936300,155.307,9.561,-4.941,-0.108
759.648660,58.002180900,56.260850900,155.381,9.291,-5.079,-0.075
760.648640,58.002264900,56.260771800,155.455,9.389,-4.499,-0.073
761.648640,58.002348200,56.260698400,155.484,9.236,-4.268,-0.017
762.648640,58.002428100,56.260625400,155.485,8.747,-4.347,0.029
763.648640,58.002505400,56.260551000,155.507,8.541,-4.417,0.019
764.648620,58.002580600,56.260477600,155.458,8.287,-4.313,0.080
765.648620,58.002650700,56.260411300,155.376,7.588,-3.756,0.089
766.648620,58.002711000,56.260356800,155.298,6.331,-3.007,0.062
767.648620,58.002758300,56.260314400,155.266,4.849,-2.299,0.068
768.648620,58.002789600,56.260286600,155.299,2.936,-1.372,0.027
769.648600,58.002803700,56.260273600,155.369,1.052,-0.480,-0.004
770.648600,58.002806100,56.260270800,155.373,-0.034,0.005,-0.003
771.648600,58.002805800,56.260270600,155.364,-0.001,-0.003,0.006
772.648600,58.002805500,56.260270300,155.382,0.003,-0.005,0.005
773.648580,58.002805400,56.260270200,155.393,0.007,0.001,0.003
774.648580,58.002805300,56.260270100,155.414,0.001,-0.006,0.004
775.648580,58.002805200,56.260270200,155.453,-0.009,-0.004,-0.003
776.648580,58.002805100,56.260270500,155.506,-0.003,-0.002,-0.004
777.648560,58.002805100,56.260270800,155.562,-0.002,0.005,-0.010
778.648560,58.002805100,56.260271100,155.598,-0.001,0.000,-0.013
779.648560,58.002805100,56.260271500,155.661,0.000,0.001,-0.011
780.648560,58.002805100,56.260272000,155.731,-0.004,0.002,-0.005
781.648540,58.002805000,56.260272500,155.773,0.000,0.004,-0.013
782.648540,58.002805000,56.260272800,155.820,0.001,-0.005,0.001
783.648540,58.002805000,56.260273000,155.876,0.000,-0.008,-0.001
784.648540,58.002805000,56.260273300,155.934,0.001,0.002,-0.008
785.648520,58.002805900,56.260273000,155.990,0.142,-0.063,-0.005
786.648520,58.002812100,56.260267800,155.955,0.925,-0.401,0.032
787.648520,58.002829300,56.260253400,155.928,2.336,-1.075,0.017
788.648520,58.002858100,56.260227200,155.930,3.587,-1.760,0.012
789.648500,58.002897500,56.260193200,155.892,4.719,-2.145,0.030
790.648500,58.002946800,56.260154300,155.871,5.786,-2.430,0.043
791.648500,58.003001300,56.260103400,155.816,6.218,-3.292,0.073
792.648500,58.003061900,56.260042100,155.820,6.986,-3.816,0.018
793.648480,58.003127900,56.259975000,155.838,7.502,-4.074,0.022
794.648480,58.003197700,56.259906900,155.759,7.912,-4.008,0.064
795.648480,58.003270400,56.259836700,155.677,8.191,-4.209,0.071
796.648480,58.003346300,56.259763300,155.561,8.588,-4.372,0.091
797.648460,58.003425000,56.259686800,155.502,8.864,-4.573,0.061
798.648460,58.003505100,56.259608100,155.439,8.944,-4.674,0.031
799.648460,58.003585800,56.259529000,155.352,9.034,-4.666,0.064
